"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum",0,0,0,0,0,0,0.000282999717000283,5.999958000294e-05,0.00158299841700158,0,0,0.00205899794100206,0,0,0,0,0,0,0,0.0002480024800248,0.000128999355003225,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Heritagella",0,0,0,0.000108000216000432,0.000258,0.000150999396002416,0.000587999412000588,0.000470996703023079,0.000624999375000625,0.000196001176007056,0.000299,0.000576999423000577,9.2999907000093e-05,0,0,0,0,0,0,0.0001010010100101,0.00013399933000335,0,0,0,0,0,0,0,0,0,0,0,0,0.000749002996011984
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UMGS1766",0,0,0.000169000845004225,0.000799001598003196,0.000685,0.00048499806000776,0.000270999729000271,0.000244998285012005,0.000877999122000878,0,0,0,0,0,0,0,0,0,0,0.0003720037200372,0,0,9.59992320061439e-05,0,0,0.000252999241002277,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__UMGS1370",0,0,0,4.8000096000192e-05,7.3e-05,7.6999692001232e-05,0,0,0,0.000554003324019944,0.001499,0.00038999961000039,0,0,0,0,0,0,0,0.0001530015300153,0,0.000157999526001422,0.000217998256013952,0.000251001255006275,0,0,0,0,0,0,0,0,0,0.00080500322001288
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1623",0,0,0,0,0,0,0.000108999891000109,0.00010999923000539,0,0.000322001932011592,0.000185,0.000462999537000463,0.000272999727000273,0.00068000272001088,0.0001640008200041,0,0.0008000064000512,0,0,0.0003890038900389,0.000200998995005025,0,0,0.0001560007800039,0,0,0,0,0.000318,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__CAG-417",0,0,0,0,0,0,0,0.000201998586009898,0.0032019967980032,0,0,0,0.000462999537000463,0,0,0,0,0,0,0,0,0,0,0.00015000075000375,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Hydrogeniiclostridium",0,0,0,0,0.000772,9.3999624001504e-05,0,0,0,0.000286001716010296,0.000347,0.000527999472000528,0.000152999847000153,0.000496001984007936,0,0,0.000891007128057024,0,0,0,0.000232998835005825,0.000161999514001458,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Pygmaiobacter",0.000200999799000201,0.000175001575014175,0.0001120005600028,0,0,0,7.7999922000078e-05,0.000138999027006811,0.000113999886000114,0.00028500171001026,0.000166,0.000402999597000403,7.4999925000075e-05,0.000579002316009264,0,0,0.0001750014000112,0,0,0.0002190021900219,0.000540997295013525,0,0.00028499772001824,0.0002360011800059,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA866",7.5999924000076e-05,0,0,0,0,0,0.000151999848000152,0.00016999881000833,0.000241999758000242,0.000296001776010656,0.000221,0.000582999417000583,0,0.000542002168008672,0.000240001200006,0,0,0,0,0,0.000596997015014925,0.000178999463001611,0,0.000203001015005075,0,0,0,0,0.000236,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CAG-314|g__Heteroclostridium",0,0,0,0,0,0,0.000163999836000164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354001416005664
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Pumilibacteraceae|g__Protoclostridium",0.000313999686000314,0,0.0011120055600278,0,0,0,0,0,0,0,0,0,0,0.000311001244004976,0.0003520017600088,0,0,0,0,0.0002490024900249,5.799971000145e-05,0,0,0.000141000705003525,0,0,0,0,0,0,0,0,0,0.00116100464401858
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259,0.000358998564005744,0,0.00085000425002125,0,0.00191199808800191,0.000281000281000281,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella_F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8000544004352e-05,0,0,0,0,0,0,0,0,0,0,0.000933996264014944,0,0.000799003995019975,0,0.00119199880800119,0.000663000663000663,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Rubneribacter",0,0,0,0.000194000388000776,0.000165,0.000107999568001728,0,0,0,0.000138000828004968,0.000301,0.000503999496000504,0,0,0,0,0,0,0.0021240042480085,0,0,0,0,0,0,0,0,0,0.000113,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae|g__Nanogingivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005800029000145,0,0.00213099786900213,0.000933000933000933,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_A",0,0,0,0.000643001286002572,0.000884,0.00028999884000464,0,3.7999734001862e-05,0,0.0003000018000108,0.00016,0.000324999675000325,0.000211999788000212,0,0,0,0.000147001176009408,0,0,0,0,0.000212999361001917,0,0,0,0.000382998851003447,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__QAKD01",0,0.000279002511022599,0.00011400057000285,0,0,0,0.000793999206000794,0.000320997753015729,0.000117999882000118,0,0,0,0.000268999731000269,0.000321001284005136,0.00070200351001755,0,0,0,0,0,0,0,0,0.0005640028200141,0,0,0,0,0.000108,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis",0,0.000597005373048357,0.0001160005800029,0,0.000372,0.000196999212003152,0.000507999492000508,6.3999552003136e-05,0.000420999579000421,0,0,0,0,0,0,0,0,0,0,0,0,0.000101999694000918,0,0.000435002175010875,0,0.000117999646001062,0,0,0.000401,0,0,0,0,0.000241000964003856
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1696",0,0.000189001701015309,0,0,0,0,0.000212999787000213,0,0.000108999891000109,0,0,0,0,0,0.0028520142600713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__Egerieenecus",0,0,0,0,0.00028,4.8999804000784e-05,0.00023999976000024,0.000316997781015533,0.00111699888300112,0,0,0,5.2999947000053e-05,0,0,0,0,0,0,0.000720007200072001,0,0,0.000348997208022336,0.000231001155005775,0,0,0,0,0.000139,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Gallibacter",0,0,0,0,0,0,4.1999958000042e-05,0,0,0,0,0,0,0,0,0,0.000111000888007104,0,0,0,0,0,0,0,0,0,0,0,0,0.00126600633003165,0.000420999158001684,0.000630999369000631,0.001004001004001,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Merdiplasma",0,0,0,0,0,0,0.000110999889000111,0.000310997823015239,0.000142999857000143,0,0,0.00290699709300291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Aphodousia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoflavonifractor",0.000377999622000378,0.000491004419039771,0.000409002045010225,0,0,0,0,0,0,0.000534003204019224,0,0.000592999407000593,0,0,0,0,0,0,0,0,0.000502997485012575,0.000450998647004059,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_B|c__Dehalobacteriia|o__UBA7702|f__UBA7702|g__UBA7702",0,0,0,0,0,0,0.00113399886600113,0.000212998509010437,0.00147399852600147,0,0,0,0,0,0,0,0,0,0,0.000494004940049401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAKTXU01",0,0,0,0,0,0,0.000193999806000194,0.000246998271012103,0.00016999983000017,0,0.00018,0.000146999853000147,0,0.000689002756011024,0.000111000555002775,0,0.000250002000016,0,0,0.0002310023100231,0,0.000127999616001152,0,7.800039000195e-05,0,0.000288999133002601,0,0,0.000595,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus_A",0,0,0,0,0,0,0,0,0.000112999887000113,0,0,0,0,0,0,0,0,0,0,0.0013220132201322,0,0,0.00010499916000672,0,0,0.00174299477101569,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Emergencia",0,0,0,0.000118000236000472,0.000709,0.000138999444002224,0,0,0,0.000427002562015372,0.00045,0.000721999278000722,0.000170999829000171,0,0,0,0,0,0,0.0001680016800168,0,0.000113999658001026,0,0,0,0.000146999559001323,0,0,0.000106,0,0,0,0,0
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__Treponemataceae|g__Treponema_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677,0,0,0.00062200311001555,0.000285999428001144,0.00116499883500116,0.000499000499000499,0
"k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Aminobacteriaceae|g__CAJPSE01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293399706600293,0.000242000242000242,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Caecibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288997688018496,0.00028600143000715,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856",0,0.000217001953017577,0,0,0.000183,0,0,0,0.000820999179000821,0.000282001692010152,0.000286,0.000431999568000432,0,0,0,8.5999742000774e-05,0.000453003624028992,0,0,0,0.000154999225003875,0,0,9.20004600023e-05,0,0,0,0,0.000148,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__QAND01|g__QAND01",0,0.000149001341012069,0,0,0,0,0.000290999709000291,0.000272998089013377,0.000368999631000369,0.000191001146006876,0.000204,0.000628999371000629,8.5999914000086e-05,0,0,0,0.000143001144009152,0,0,0.0002530025300253,0.000176999115004425,0,0,0.000117000585002925,0,0,0,0,0.000251,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Avimonas_A",0,0,0,0,0.000537,4.5999816000736e-05,0,0.000242998299011907,0.000137999862000138,0.00022000132000792,0.000607,0.00101499898500102,0.000200999799000201,0,0,0,0,0,0,0,0.000100999495002525,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__JAEDMO01",0,0,0,0,0,0,0,0,0.0030989969010031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Eikenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001971,0,0,0,0.000707998584002832,0,0.000386000386000386,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Pullilachnospira",0,0,0,0,0,0,0,0,0,0.000347002082012492,0.001721,0.000924999075000925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__Alectryocaccomicrobium",0,0.000454004086036774,0,0,0,0,0,0,0.000296999703000297,0,0,0,0,0,0,0,0,0,0,0.001970019700197,0,0,0,0,0,0,0,0,0.000263,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Bifidobacteriaceae|g__Scardovia",0,0,0,0.000801001602003204,0.000271,0,0,0,0,0,0,0,0,0,0,0,0.000147001176009408,0,0,0,0,0,0,0,0,0,0,0,0,0.000417002085010425,0.000153999692000616,0.000514999485000515,0.000657000657000657,0
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422998308006768,0,0.0025080125400627,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_G",0,0,0,0,0,0,0,0,0,0.00100200601203607,0.000859,0.00102999897000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__UMGS124|g__JAHZGC01",0,0,0,0,0,0,0,0.000148998957007301,0.000268999731000269,0,0,0,0.000100999899000101,0,0,0.000498998503004491,0.00128701029608237,0.000526998419004743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__UMGS1502",0.00105999894000106,0.000937008433075898,0.0007800039000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAJFUH01",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577002308009232,0,0.000627998116005652,0.000433003464027712,0.000623998128005616,0,0.0002690026900269,0,0,0,0,0,0.000175999472001584,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__Onthocola_B",0,0,0.00019000095000475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249398004815961,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__OM05-12",0,0.000437003933035397,0,0,0,0,0,0,0,0,0,0,0,0.000619002476009904,0.0016120080600403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__AF33-28",0,0,0,0,0,0,7.6999923000077e-05,0.000165998838008134,0.000172999827000173,0.000179001074006444,0.000449,0.000624999375000625,0.000113999886000114,0,0,0,0,0,0,0,0.0004679976600117,0,0,0,0,0,0,0,0,0,0,0,0,0.000407001628006512
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pelethomonas",0,0.000114001026009234,0.000285001425007125,0,0,0,0,0,0,0,0,0.000472999527000473,0,0,0,0,0,0,0,0,0,0,0,0.000115000575002875,0,0,0,0,0.00053,0,0,0,0,0.001125004500018
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fimimorpha",0,0,0,0,0,0,0,0,0,0.000634003804022824,0.00083,0.000645999354000646,0,0,0,0,0,0,0,0,0.0001119994400028,0,0,0,0,0,0,0,0,0,0,0,0,0.000411001644006576
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Solibaculum",0,0,0,0,0,0,0,0,0,0.000571003426020556,0.000219,0.000303999696000304,0,0.000646002584010336,0,0,0.000357002856022848,0,0,0,0,0,0,0,0,0.000531998404004788,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA6398",0.000180999819000181,0,0.000533002665013325,0.000752001504003008,0.000221,0.000374998500006,0,0,0,0,0,0,0.000561999438000562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinotignum",0,0,0,0,0,0,0,0,0,0,0,0.00242799757200243,0,0,0,0,0,0,0,0.0001660016600166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Traorella",0,0,0,0,0,0,0,0,0.000246999753000247,0,0,0,0,6.3000252001008e-05,0.0002120010600053,0,0,0,0,0.0001070010700107,0.00171799141004295,0,0,0,0,0,0,0,0.000235,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenella",9.6999903000097e-05,0.000141001269011421,0.000161000805004025,0.000106000212000424,0.000309,0.000173999304002784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002920029200292,6.39996800016e-05,0.000413998758003726,0,0,0,0.000398998803003591,0,0,0,0,0,0,0,0.000386001544006176
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UBA644|g__UBA644",0,0,0,0,0.000617,6.999972000112e-05,0.000441999558000442,0.000265998138013034,0,0,0,0,0.000136999863000137,0,0.0002320011600058,0,0,0,0,0,0,0,7.5999392004864e-05,0.0002560012800064,0,0,0,0,4e-04,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus",0,0,0,0,0,0,0.00033999966000034,0.000118999167005831,0,0,0,0,0.00189499810500189,0,0,0,0,0,0,0,0,0.000137999586001242,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Johnsonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249,0,0,0.0006680033400167,0,0.000926999073000927,0.000586000586000586,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013959930200349,0,0,0,0,0,0,0,0.001008,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Guopingia",0,7.000063000567e-05,0,0,0,0,7.5999924000076e-05,0,0,0.00051000306001836,0.000455,0.000452999547000453,0.000116999883000117,0,0,0,0,0,0,0.0002160021600216,0.00011799941000295,0,0,0,0,8.7999736000792e-05,0,0,0.000214,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Avispirillum",0,0,0,0,0,0,0.000261999738000262,0.000108999237005341,0.000698999301000699,0,0,0,0.000655999344000656,0,0,0,0.00044000352002816,0,0,0.0001480014800148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Pumilibacteraceae|g__UBA10677",0,0,0,7.8000156000312e-05,0.000278,0,0.000503999496000504,0,0.000148999851000149,0,0,0,0.000324999675000325,0.000557002228008912,0,0,0,0,0,0,0,0.00031999904000288,0,0,0,0,0,0,8.2e-05,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__HGM11616",0,0,0,0,0.000191,0,5.0999949000051e-05,0.0001999986000098,0.000110999889000111,0,0,0,0.000123999876000124,0.000342001368005472,0,0,0.000233001864014912,0,0,0.0003770037700377,0.000234998825005875,0.000247999256002232,0,0,0,0,0,0,0.000154,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__RGIG7067",0,0,0,0,0,0,0,0,0,0.000668004008024048,0.000347,0.000108999891000109,0,0,0,0,0.000303002424019392,0,0,0.0003650036500365,0.0002839985800071,0,0,0,0,0,0,0,0.000175,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__UBA1829|g__UBA1829",0,0,0,0.00013500027000054,0.00196,0.000155999376002496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224200448400897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__CAJPTX01|g__Bacteroides_D",0,0,0,0,0,0,0,0,0.000221999778000222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128300641503208,0.00045499909000182,0.000261999738000262,0,0
"k__Bacteria|p__Bacillota_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068|g__HGM13862",0,0,0,0,0,0,0.000373999626000374,0.000213998502010486,0.000384999615000385,9.4000564003384e-05,0.000208,0.000238999761000239,0,0,0.000103000515002575,0,0,0,0,0.0001490014900149,5.8999705001475e-05,0,0,0.000173000865004325,0,0,0,0,0.000202,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__RF32|f__CAG-239|g__CAG-267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109299672100984,0,0,0.001095,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Raoultibacter",0,0,0,0.000157000314000628,0.00027,0.000135999456002176,0,0,0,0.000143000858005148,0.000162,0.00102399897600102,0,0,0,0,0.000291002328018624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__CAG-882",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000759003036012144,0,0,0,0,0,0,0.00139699301503492,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__CAKQOE01",0,0,0,0,0,0,0.000584999415000585,0.000262998159012887,0.000470999529000471,0,0,0,0,0.000347001388005552,0.000429002145010725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__UBA1381|f__UBA1381|g__HGM11525",0,0,0,0,0,0,0.00176399823600176,0.000112999209005537,0.000210999789000211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia",0,0,0,0,0,0,0,0,0.000125999874000126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000978,0.000801996792012832,0,0,0,0,0.00012000012000012,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jutongia",0,0,0,0,0,0,0,0,0,0,0,0,0.00154899845100155,0,0.000469002345011725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UMGS882",0,0.000337003033027297,0.000111000555002775,0,0,0,0.000268999731000269,0.000332997669016317,0.00025999974000026,0,0,0,0.000351999648000352,0,0,0,0,0,0,0.0001450014500145,0,0,0,0.000203001015005075,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Clostridium_AP",0,0,0,0,0,0,0,0,0,0.000244001464008784,0,0.000246999753000247,0,0,0,0,0.000149001192009536,0,0,0,0.00134899325503372,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Yeguia",0,0,0,0,0,0,0.000276999723000277,0,0.000361999638000362,0,0,0,0,0.00068000272001088,0.000387001935009675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Muricomes",0,0.000214001926017334,0,0,0.000309,0,0,0,0.000176999823000177,0,0,0,0.00017999982000018,0,0,0,0.000198001584012672,0,0,0.000678006780067801,0.000178999105004475,0,0,0,0,0,0,0,0,0,0,0,0,0
